"","InversionID","Chrom","windowID_StartBreakpoint","window_StartLowerCI","window_StartUpperCI","windowID_EndBreakpoint","window_EndLowerCI","window_EndUpperCI","SVType","n_ind_startWindows","n_ind_endWindows","n_ind_invID","n_method_startWindows","n_method_endWindows","invSizeMax","invSizeMin"
"1141","6926-6798","NC_044057.1","6926",2021813,2032342,"6798",2014847,2032918,"INV",16,20,16,3,3,11105,-17495
"1142","6929-6799","NC_044057.1","6929",2111225,2135103,"6799",2124751,2138318,"INV",80,79,79,3,3,27093,-10352
"1143","6975-6834","NC_044057.1","6975",3433239,3443661,"6834",3434483,3451473,"INV",15,15,15,3,3,18234,-9178
"1144","6979-6837","NC_044057.1","6979",3525411,3535838,"6837",3526416,3536858,"INV",18,18,18,3,3,11447,-9422
"1145","6987-6960","NC_044057.1","6987",3681651,3695894,"6960",7965778,7982540,"INV",88,84,83,3,3,4300889,4269884
"1146","7017-6866","NC_044057.1","7017",4448549,4458837,"6866",4449189,4459478,"INV",21,21,21,3,3,10929,-9648
"1147","7028-6876","NC_044057.1","7028",4716250,4743153,"6876",4726881,4745407,"INV",66,63,63,3,3,29157,-16272
"1148","7036-6920","NC_044057.1","7036",4901572,4913228,"6920",6500345,6525555,"INV",71,139,70,3,3,1623983,1587117
"1149","7037-6881","NC_044057.1","7037",4936118,4961850,"6881",4936191,4951015,"INV",65,29,29,3,3,14897,-25659
"1150","7049-6895","NC_044057.1","7049",5513243,5526976,"6895",5517758,5528235,"INV",90,89,89,3,3,14992,-9218
"1151","7072-6915","NC_044057.1","7072",6267675,6287921,"6915",6274947,6290208,"INV",258,258,257,3,3,22533,-12974
"1152","7075-6920","NC_044057.1","7075",6494121,6506686,"6920",6500345,6525555,"INV",84,139,84,3,3,31434,-6341
"1153","7100-6941","NC_044057.1","7100",7331422,7341895,"6941",7335362,7370637,"INV",29,33,29,3,3,39215,-6533
"1154","7103-6943","NC_044057.1","7103",7398518,7430354,"6943",7398630,7432917,"INV",168,169,168,3,3,34399,-31724
"1155","7112-6953","NC_044057.1","7112",7683131,7700965,"6953",7690237,7701634,"INV",151,149,149,3,3,18503,-10728
"1156","7129-6966","NC_044057.1","7129",8442198,8452652,"6966",8444676,8455083,"INV",53,53,53,3,3,12885,-7976
"1157","713-644","NC_044048.1","713",24227693,24259113,"644",24233212,24266263,"INV",205,208,205,3,3,38570,-25901
"1158","7135-6975","NC_044057.1","7135",8691593,8702176,"6975",8691940,8702212,"INV",30,30,30,3,3,10619,-10236
"1159","7165-7005","NC_044057.1","7165",11177582,11188049,"7005",11180738,11191338,"INV",27,24,24,3,3,13756,-7311
"1160","7167-7360","NC_044057.1","7167",11214084,11226923,"7360",25075212,25151204,"INV",164,231,164,3,3,13937120,13848289
"1161","717-650","NC_044048.1","717",24422172,24440470,"650",24421182,24440732,"INV",59,59,58,3,3,18560,-19288
"1162","7230-7058","NC_044057.1","7230",13890345,13905022,"7058",13890438,13909191,"INV",17,17,17,3,3,18846,-14584
"1163","7277-7110","NC_044057.1","7277",15976247,15986903,"7110",15977075,15987552,"INV",53,45,45,3,3,11305,-9828
"1164","7277-7111","NC_044057.1","7277",15976247,15986903,"7111",15989795,16000387,"INV",53,42,42,3,3,24140,2892
"1165","729-662","NC_044048.1","729",24843018,24863209,"662",24840663,24866912,"INV",158,236,157,3,3,23894,-22546
"1166","7329-7183","NC_044057.1","7329",18930891,18941327,"7183",18931979,18942441,"INV",37,37,37,3,3,11550,-9348
"1167","7346-7221","NC_044057.1","7346",19598425,19613867,"7221",20547299,20557868,"INV",18,16,16,3,3,959443,933432
"1168","7349-7199","NC_044057.1","7349",19674776,19691815,"7199",19682727,19700202,"INV",32,32,32,3,3,25426,-9088
"1169","735-670","NC_044048.1","735",25124476,25150986,"670",25132893,25151068,"INV",94,96,94,3,3,26592,-18093
"1170","738-678","NC_044048.1","738",25357857,25369703,"678",25429562,25468937,"INV",52,60,51,3,3,111080,59859
"1171","7390-7263","NC_044057.1","7390",21755498,21765923,"7263",21756694,21767182,"INV",36,36,36,3,3,11684,-9229
"1172","7395-7271","NC_044057.1","7395",22047117,22057536,"7271",22041580,22058921,"INV",18,19,18,3,3,11804,-15956
"1173","7424-7309","NC_044057.1","7424",23256087,23290461,"7309",23271272,23309662,"INV",276,248,248,3,3,53575,-19189
"1174","7424-7311","NC_044057.1","7424",23256087,23290461,"7311",23332382,23343248,"INV",276,92,92,3,3,87161,41921
"1175","7424-7314","NC_044057.1","7424",23256087,23290461,"7314",23511485,23541381,"INV",276,207,206,3,3,285294,221024
"1176","7427-7316","NC_044057.1","7427",23513834,23544443,"7316",23558493,23572378,"INV",29,28,23,3,3,58544,14050
"1177","7434-7328","NC_044057.1","7434",23938471,23953504,"7328",24067922,24120329,"INV",50,59,49,3,3,181858,114418
"1178","7445-7340","NC_044057.1","7445",24495028,24509762,"7340",24500319,24512907,"INV",28,28,27,3,3,17879,-9443
"1179","7461-7361","NC_044057.1","7461",25083402,25150008,"7361",25164846,25195172,"INV",197,100,95,3,3,111770,14838
"1180","7461-7362","NC_044057.1","7461",25083402,25150008,"7362",25195599,25229775,"INV",197,134,104,3,3,146373,45591
"1181","7463-7362","NC_044057.1","7463",25198757,25212829,"7362",25195599,25229775,"INV",31,134,31,3,3,31018,-17230
"1182","7475-7379","NC_044057.1","7475",25823247,25834203,"7379",25827130,25837991,"INV",18,18,18,3,3,14744,-7073
"1183","7493-7416","NC_044057.1","7493",27154345,27172448,"7416",27154344,27185651,"INV",107,136,107,3,3,31306,-18104
"1184","7498-7426","NC_044058.1","7498",231131,249478,"7426",806133,824620,"INV",26,163,24,3,3,593489,556655
"1185","7499-7426","NC_044058.1","7499",253976,276337,"7426",806133,824620,"INV",156,163,155,3,3,570644,529796
"1186","7502-7468","NC_044058.1","7502",466499,485346,"7468",3274014,3290864,"INV",55,56,54,3,3,2824365,2788668
"1187","7519-7436","NC_044058.1","7519",1104484,1120184,"7436",1212081,1222515,"INV",30,29,29,3,3,118031,91897
"1188","7567-7464","NC_044058.1","7567",2929963,2953953,"7464",2952691,2963890,"INV",83,81,81,3,3,33927,-1262
"1189","7603-7596","NC_044058.1","7603",4345981,4361718,"7596",10380898,10398963,"INV",33,68,32,3,3,6052982,6019180
"1190","7658-7520","NC_044058.1","7658",6467647,6477952,"7520",6471928,6482234,"INV",24,24,24,3,3,14587,-6024
"1191","7716-7552","NC_044058.1","7716",8448527,8462446,"7552",8482341,8492776,"INV",21,18,18,3,3,44249,19895
"1192","772-712","NC_044048.1","772",26823154,26833694,"712",26828601,26839105,"INV",41,41,41,3,3,15951,-5093
"1193","7744-7574","NC_044058.1","7744",9333267,9343627,"7574",9356286,9368892,"INV",20,20,20,3,3,35625,12659
"1194","7747-7575","NC_044058.1","7747",9426756,9446743,"7575",9426876,9439798,"INV",84,82,82,3,3,13042,-19867
"1195","7757-7581","NC_044058.1","7757",9726291,9747397,"7581",9736114,9756166,"INV",31,29,28,3,3,29875,-11283
"1196","7762-7584","NC_044058.1","7762",9861708,9872163,"7584",9872971,9883740,"INV",53,53,53,3,3,22032,808
"1197","7769-8092","NC_044058.1","7769",10104532,10115398,"8092",28659971,28671012,"INV",68,68,68,3,3,18566480,18544573
"1198","7770-7590","NC_044058.1","7770",10132132,10142735,"7590",10132545,10143022,"INV",61,61,61,3,3,10890,-10190
"1199","7776-7596","NC_044058.1","7776",10337425,10348918,"7596",10380898,10398963,"INV",48,68,48,3,3,61538,31980
"1200","78-663","NC_044048.1","78",3053087,3070877,"663",24873329,24982052,"INV",172,289,171,3,3,21928965,21802452
"1201","7848-7652","NC_044058.1","7848",12893607,12927279,"7652",12893751,12937023,"INV",271,270,268,3,3,43416,-33528
"1202","7848-7653","NC_044058.1","7848",12893607,12927279,"7653",12937102,12948144,"INV",271,134,134,3,3,54537,9823
"1203","793-748","NC_044048.1","793",28025249,28045615,"748",28039108,28058333,"INV",201,201,201,3,3,33084,-6507
"1204","8015-7792","NC_044058.1","8015",18317007,18327396,"7792",18331248,18347280,"INV",22,23,22,3,3,30273,3852
"1205","8017-7797","NC_044058.1","8017",18408646,18421265,"7797",18409118,18422994,"INV",32,31,31,3,3,14348,-12147
"1206","8083-7860","NC_044058.1","8083",20461970,20483251,"7860",20460200,20476477,"INV",116,116,115,3,3,14507,-23051
"1207","8098-7874","NC_044058.1","8098",20845886,20863920,"7874",20851725,20871489,"INV",105,94,93,3,3,25603,-12195
"1208","810-768","NC_044048.1","810",28729513,28778631,"768",28945016,29049422,"INV",185,209,135,3,3,319909,166385
"1209","810-770","NC_044048.1","810",28729513,28778631,"770",29081454,29093628,"INV",185,21,21,3,3,364115,302823
"1210","810-771","NC_044048.1","810",28729513,28778631,"771",29098774,29122228,"INV",185,45,16,3,3,392715,320143
"1211","810-774","NC_044048.1","810",28729513,28778631,"774",29216596,29244606,"INV",185,72,35,3,3,515093,437965
"1212","810-775","NC_044048.1","810",28729513,28778631,"775",29251520,29277507,"INV",185,42,40,3,3,547994,472889
"1213","810-777","NC_044048.1","810",28729513,28778631,"777",29301917,29351457,"INV",185,280,22,3,3,621944,523286
"1214","8134-7915","NC_044058.1","8134",22069498,22084582,"7915",22131820,22159498,"INV",29,25,23,3,3,90000,47238
"1215","8135-7935","NC_044058.1","8135",22086724,22102731,"7935",22919764,22982684,"INV",287,293,287,3,3,895960,817033
"1216","8136-7935","NC_044058.1","8136",22108166,22151918,"7935",22919764,22982684,"INV",181,293,181,3,3,874518,767846
"1217","814-768","NC_044048.1","814",28969214,28987651,"768",28945016,29049422,"INV",20,209,20,3,3,80208,-42635
"1218","815-777","NC_044048.1","815",29334219,29344873,"777",29301917,29351457,"INV",158,280,158,3,3,17238,-42956
"1219","8192-7977","NC_044058.1","8192",24508918,24519413,"7977",24525664,24536323,"INV",16,16,16,3,3,27405,6251
"1220","8203-8040","NC_044058.1","8203",25035031,25055481,"8040",26932041,26973679,"INV",36,35,31,3,3,1938648,1876560
"1221","8242-8053","NC_044058.1","8242",27369452,27382480,"8053",27388616,27414668,"INV",40,164,40,3,3,45216,6136
"1222","8243-8053","NC_044058.1","8243",27388469,27400718,"8053",27388616,27414668,"INV",139,164,139,3,3,26199,-12102
"1223","8252-8078","NC_044058.1","8252",28202795,28258347,"8078",28247584,28315653,"INV",133,128,126,3,3,112858,-10763
"1224","8259-8089","NC_044058.1","8259",28563390,28576820,"8089",28581687,28593781,"INV",53,53,53,3,3,30391,4867
"1225","8260-8090","NC_044058.1","8260",28581647,28597007,"8090",28594496,28627771,"INV",175,177,175,3,3,46124,-2511
"1226","8273-8104","NC_044058.1","8273",29092352,29111601,"8104",29067482,29111650,"INV",54,59,54,3,3,19298,-44119
"1227","8276-8117","NC_044058.1","8276",29188793,29208620,"8117",29556473,29567732,"INV",19,24,18,3,3,378939,347853
"1228","8281-8121","NC_044058.1","8281",29382420,29395785,"8121",29731256,29770871,"INV",26,54,26,3,3,388451,335471
"1229","8283-8121","NC_044058.1","8283",29466402,29477448,"8121",29731256,29770871,"INV",25,54,25,3,3,304469,253808
"1230","8291-8142","NC_044058.1","8291",30402124,30413423,"8142",30402724,30414382,"INV",35,35,35,3,3,12258,-10699
"1231","83-32","NC_044048.1","83",3252567,3281033,"32",3401458,3427003,"INV",111,116,108,3,3,174436,120425
"1232","8322-8401","NC_044059.1","8322",1186368,1200844,"8401",15587671,15598213,"INV",22,21,21,3,3,14411845,14386827
"1233","8331-8166","NC_044059.1","8331",1479110,1513530,"8166",1489137,1509093,"INV",153,151,151,3,3,29983,-24393
"1234","8336-8171","NC_044059.1","8336",1702117,1712771,"8171",1702783,1714086,"INV",23,23,23,3,3,11969,-9988
"1235","8340-8415","NC_044059.1","8340",1794045,1804840,"8415",16734669,16748656,"INV",21,22,21,3,3,14954611,14929829
"1236","8371-8191","NC_044059.1","8371",2617081,2640783,"8191",2633445,2643927,"INV",25,24,24,3,3,26846,-7338
"1237","8377-8194","NC_044059.1","8377",2915140,2929007,"8194",2932299,2943250,"INV",46,46,44,3,3,28110,3292
"1238","8396-8198","NC_044059.1","8396",3363199,3385115,"8198",3355207,3376794,"INV",22,22,20,3,3,13595,-29908
"1239","841-804","NC_044049.1","841",216801,280758,"804",227171,248231,"INV",65,57,57,3,3,31430,-53587
"1240","842-806","NC_044049.1","842",302115,314453,"806",302502,313539,"INV",215,215,215,3,3,11424,-11951
"1241","843-1130","NC_044049.1","843",329162,349970,"1130",15510684,15525019,"INV",21,180,18,3,3,15195857,15160714
"1242","8467-8424","NC_044059.1","8467",5849664,5860013,"8424",17228148,17238599,"INV",16,16,16,3,3,11388935,11368135
"1243","848-888","NC_044049.1","848",461528,486884,"888",4447525,4491223,"INV",107,179,107,3,3,4029695,3960641
"1244","8505-8261","NC_044059.1","8505",7081378,7107638,"8261",7084245,7094970,"INV",114,112,112,3,3,13592,-23393
"1245","8516-8266","NC_044059.1","8516",7478975,7489376,"8266",7487417,7497819,"INV",22,22,22,3,3,18844,-1959
"1246","8593-8330","NC_044059.1","8593",10643758,10662368,"8330",11432066,11455523,"INV",17,137,17,3,3,811765,769698
"1247","8595-8330","NC_044059.1","8595",10706366,10730494,"8330",11432066,11455523,"INV",84,137,83,3,3,749157,701572
"1248","8596-8330","NC_044059.1","8596",10745799,10765381,"8330",11432066,11455523,"INV",65,137,65,3,3,709724,666685
"1249","8614-8334","NC_044059.1","8614",11755504,11768647,"8334",11759916,11770383,"INV",18,16,16,3,3,14879,-8731
"1250","8633-8352","NC_044059.1","8633",12490040,12502172,"8352",12492193,12505040,"INV",205,205,205,3,3,15000,-9979
"1251","8651-8369","NC_044059.1","8651",13391050,13405530,"8369",13394638,13405171,"INV",30,28,28,3,3,14121,-10892
"1252","8672-8397","NC_044059.1","8672",14307375,14325831,"8397",15298140,15318769,"INV",59,58,58,3,3,1011394,972309
"1253","87-31","NC_044048.1","87",3346213,3356693,"31",3346569,3364152,"INV",42,150,42,3,3,17939,-10124
"1254","873-822","NC_044049.1","873",1191586,1221824,"822",1211827,1235965,"INV",116,118,114,3,3,44379,-9997
"1255","8749-8466","NC_044059.1","8749",20161568,20182565,"8466",20179724,20194398,"INV",21,20,20,3,3,32830,-2841
"1256","8770-8521","NC_044059.1","8770",21184308,21194739,"8521",22105451,22131859,"INV",24,27,24,3,3,947551,910712
"1257","8781-8503","NC_044059.1","8781",21597619,21624355,"8503",21583712,21633019,"INV",27,31,27,3,3,35400,-40643
"1258","8782-8504","NC_044059.1","8782",21631151,21663824,"8504",21640592,21655470,"INV",99,97,97,3,3,24319,-23232
"1259","8812-8539","NC_044059.1","8812",22788453,22803873,"8539",22804751,22840567,"INV",289,290,289,3,3,52114,878
"1260","8812-8541","NC_044059.1","8812",22788453,22803873,"8541",22896698,22926588,"INV",289,170,167,3,3,138135,92825
"1261","8813-8539","NC_044059.1","8813",22803966,22816300,"8539",22804751,22840567,"INV",210,290,210,3,3,36601,-11549
"1262","8814-8539","NC_044059.1","8814",22824684,22835636,"8539",22804751,22840567,"INV",175,290,175,3,3,15883,-30885
"1263","884-831","NC_044049.1","884",1617840,1656339,"831",1777172,1787573,"INV",288,288,288,3,3,169733,120833
"1264","8876-8617","NC_044059.1","8876",25317861,25328573,"8617",25343088,25354141,"INV",20,147,20,3,3,36280,14515
"1265","8877-8617","NC_044059.1","8877",25330084,25341351,"8617",25343088,25354141,"INV",143,147,143,3,3,24057,1737
"1266","8878-8618","NC_044059.1","8878",25343365,25353913,"8618",25362870,25374767,"INV",26,27,26,3,3,31402,8957
"1267","8887-8628","NC_044059.1","8887",25669671,25682921,"8628",25661645,25707655,"INV",23,37,23,3,3,37984,-21276
"1268","8896-8640","NC_044059.1","8896",26007261,26018202,"8640",26009282,26020030,"INV",59,59,59,3,3,12769,-8920
"1269","8909-8659","NC_044059.1","8909",26607299,26617943,"8659",26604980,26631815,"INV",41,44,41,3,3,24516,-12963
"1270","8956-8734","NC_044059.1","8956",28977935,28988467,"8734",28978269,28988632,"INV",70,70,70,3,3,10697,-10198
"1271","8958-8749","NC_044059.1","8958",29026851,29041204,"8749",29350041,29372612,"INV",59,54,51,3,3,345761,308837
"1272","8974-8766","NC_044059.1","8974",29853320,29863753,"8766",29830382,29864707,"INV",16,21,16,3,3,11387,-33371
"1273","8985-8786","NC_044059.1","8985",30716454,30735668,"8786",30720015,30735822,"INV",115,115,115,3,3,19368,-15653
"1274","901-836","NC_044049.1","901",2110401,2121008,"836",2110752,2123779,"INV",36,131,36,3,3,13378,-10256
"1275","9021-9223","NC_044060.1","9021",1472958,1506083,"9223",18766823,18778505,"INV",35,26,26,3,3,17305547,17260740
"1276","909-1129","NC_044049.1","909",2326814,2342920,"1129",15489555,15500219,"INV",22,22,21,3,3,13173405,13146635
"1277","9090-9107","NC_044060.1","9090",3996553,4014388,"9107",14916789,14929790,"INV",31,21,21,3,3,10933237,10902401
"1278","918-1024","NC_044049.1","918",2704223,2718770,"1024",10931743,10947464,"INV",138,97,59,3,3,8243241,8212973
"1279","918-845","NC_044049.1","918",2704223,2718770,"845",2706078,2717708,"INV",138,132,132,3,3,13485,-12692
"1280","9185-8927","NC_044060.1","9185",7503684,7514366,"8927",7505079,7515683,"INV",94,94,94,3,3,11999,-9287
"1281","9210-8951","NC_044060.1","9210",8519680,8530543,"8951",8520521,8531017,"INV",32,32,32,3,3,11337,-10022
"1282","9255-8988","NC_044060.1","9255",10403112,10420376,"8988",10403638,10422838,"INV",186,186,186,3,3,19726,-16738
"1283","9295-9025","NC_044060.1","9295",11722740,11733176,"9025",11725152,11735726,"INV",16,16,16,3,3,12986,-8024
"1284","93-85","NC_044048.1","93",3514852,3545441,"85",5537782,5548691,"INV",37,239,29,3,3,2033839,1992341
"1285","930-852","NC_044049.1","930",3042723,3072028,"852",3049238,3063423,"INV",212,208,208,3,3,20700,-22790
"1286","9318-9046","NC_044060.1","9318",12585025,12608917,"9046",12597434,12616377,"INV",68,70,68,3,3,31352,-11483
"1287","932-854","NC_044049.1","932",3103134,3131241,"854",3108911,3119375,"INV",79,74,74,3,3,16241,-22330
"1288","9358-9091","NC_044060.1","9358",14299911,14310319,"9091",14304545,14317283,"INV",41,42,41,3,3,17372,-5774
"1289","9387-9119","NC_044060.1","9387",15228185,15241301,"9119",15238361,15257763,"INV",17,18,16,3,3,29578,-2940
"1290","9422-9219","NC_044060.1","9422",16958446,16983059,"9219",18702416,18713411,"INV",188,173,173,3,3,1754965,1719357
"1291","9428-9227","NC_044060.1","9428",17140100,17150633,"9227",18908828,18925470,"INV",44,45,44,3,3,1785370,1758195
"1292","9433-9232","NC_044060.1","9433",17341582,17362033,"9232",19135053,19166959,"INV",47,122,46,3,3,1825377,1773020
"1293","9435-9184","NC_044060.1","9435",17436617,17475218,"9184",17448481,17493327,"INV",254,255,254,3,3,56710,-26737
"1294","9470-9232","NC_044060.1","9470",19142762,19163705,"9232",19135053,19166959,"INV",87,122,87,3,3,24197,-28652
"1295","9525-9414","NC_044060.1","9525",22902975,22919559,"9414",26928551,26940598,"INV",36,37,36,3,3,4037623,4008992
"1296","9542-9354","NC_044060.1","9542",24406960,24417671,"9354",24407540,24418001,"INV",66,66,66,3,3,11041,-10131
"1297","9562-9403","NC_044060.1","9562",25515927,25526451,"9403",26427622,26452204,"INV",57,59,57,3,3,936277,901171
"1298","9568-9399","NC_044060.1","9568",26111780,26122362,"9399",26148573,26166328,"INV",15,16,15,3,3,54548,26211
"1299","9570-9401","NC_044060.1","9570",26330598,26341186,"9401",26327232,26350280,"INV",20,23,20,3,3,19682,-13954
"1300","9571-9404","NC_044060.1","9571",26369169,26380018,"9404",26554709,26572179,"INV",106,117,106,3,3,203010,174691
"1301","9573-9404","NC_044060.1","9573",26554243,26564642,"9404",26554709,26572179,"INV",15,117,15,3,3,17936,-9933
"1302","9575-9409","NC_044060.1","9575",26700149,26710821,"9409",26700451,26711155,"INV",26,26,26,3,3,11006,-10370
"1303","958-906","NC_044049.1","958",3925531,3960122,"906",5693217,5731129,"INV",160,222,156,3,3,1805598,1733095
"1304","9582-9420","NC_044060.1","9582",27173271,27183960,"9420",27386259,27405319,"INV",54,55,54,3,3,232048,202299
"1305","9589-10121","NC_044061.1","9589",110839,121426,"10121",27109033,27120194,"INV",102,102,102,3,3,27009355,26987607
"1306","9631-9449","NC_044061.1","9631",1447783,1462191,"9449",1655659,1789176,"INV",38,254,38,3,3,341393,193468
"1307","9633-9449","NC_044061.1","9633",1493341,1585535,"9449",1655659,1789176,"INV",234,254,230,3,3,295835,70124
"1308","9635-9449","NC_044061.1","9635",1639057,1680736,"9449",1655659,1789176,"INV",127,254,126,3,3,150119,-25077
"1309","9638-9449","NC_044061.1","9638",1758168,1776331,"9449",1655659,1789176,"INV",22,254,22,3,3,31008,-120672
"1310","9684-9499","NC_044061.1","9684",2968451,2981218,"9499",3979191,3989868,"INV",84,83,83,3,3,1021417,997973
"1311","9750-9517","NC_044061.1","9750",4702274,4743559,"9517",4725236,4744858,"INV",54,51,51,3,3,42584,-18323
"1312","9751-9518","NC_044061.1","9751",4751297,4761826,"9518",4754491,4764973,"INV",120,120,120,3,3,13676,-7335
"1313","9760-9528","NC_044061.1","9760",5137480,5162033,"9528",5140170,5153087,"INV",29,26,26,3,3,15607,-21863
"1314","9763-9531","NC_044061.1","9763",5229634,5250255,"9531",5243215,5253651,"INV",53,50,50,3,3,24017,-7040
"1315","978-888","NC_044049.1","978",4441264,4451756,"888",4447525,4491223,"INV",134,179,134,3,3,49959,-4231
"1316","9856-9598","NC_044061.1","9856",7870446,7882155,"9598",7914615,7925253,"INV",59,57,57,3,3,54807,32460
"1317","9873-9611","NC_044061.1","9873",8486755,8521180,"9611",8522166,8562428,"INV",253,256,253,3,3,75673,986
"1318","9874-9611","NC_044061.1","9874",8543577,8556814,"9611",8522166,8562428,"INV",18,256,18,3,3,18851,-34648
"1319","9877-9615","NC_044061.1","9877",8644247,8663963,"9615",8676345,8693411,"INV",37,31,30,3,3,49164,12382
"1320","9879-9617","NC_044061.1","9879",8700891,8712233,"9617",8730999,8750895,"INV",103,95,80,3,3,50004,18766
"1321","9880-9617","NC_044061.1","9880",8722451,8742046,"9617",8730999,8750895,"INV",26,95,25,3,3,28444,-11047
"1322","9902-9633","NC_044061.1","9902",9360455,9373958,"9633",9364201,9380793,"INV",23,27,23,3,3,20338,-9757
"1323","9924-9647","NC_044061.1","9924",10073879,10084591,"9647",10077226,10087968,"INV",47,47,47,3,3,14089,-7365
"1324","9928-9652","NC_044061.1","9928",10189186,10239441,"9652",10195830,10219586,"INV",113,74,71,3,3,30400,-43611
"1325","9928-9653","NC_044061.1","9928",10189186,10239441,"9653",10224484,10250639,"INV",113,59,59,3,3,61453,-14957
"1326","9962-9691","NC_044061.1","9962",11538955,11549527,"9691",11539527,11557448,"INV",146,145,145,3,3,18493,-10000
"1327","9965-9901","NC_044061.1","9965",11670873,11684100,"9901",19813110,19826064,"INV",219,215,214,3,3,8155191,8129010
